vendor_id,vendor_name,field_name,field_shape,bottom,left,right,top,doc_id,submitted_on,status,submitted_On
27AAFCI9983C1Z7,ISTORE DIRECT TRADING PRIVATE LIMITED,invoiceDate,dd/dd/dddd,1035.0,1691.0,1781.0,1014.0,doc_1661161547716_baabaa9b88a,22-08-2022,1,
06AANFG6830D1ZH,GLASSROCK TRADERS LLP,invoiceNumber,dddddddddd,591.0,2144.0,2312.0,551.0,doc_1661161764290_b8ba8bbaab9,22-08-2022,1,
06AANFG6830D1ZH,GLASSROCK TRADERS LLP,invoiceDate,dd/dd/dddd,546.0,2149.0,2307.0,510.0,doc_1661161764290_b8ba8bbaab9,22-08-2022,1,
27AABCA8056G1ZP,ADANI WILMAR - MAHARASHTRA,invoiceNumber,dddddddddddd,547.0,1909.0,2146.0,508.0,doc_1661161912092_8a99a8a98aa,22-08-2022,1,
27AABCA8056G1ZP,ADANI WILMAR - MAHARASHTRA,invoiceDate,dd/dd/dddd,1224.0,2079.0,2219.0,1182.0,doc_1661161912092_8a99a8a98aa,22-08-2022,1,
27AAMCM3112A1ZZ,MHTRADELINK SERVICES PRIVATE LIMITED,invoiceNumber,XX/ddd/dd-dd,509.2347,1646.75,1816.5,482.7672,doc_1661162112877_ba9a8aba9b8,22-08-2022,1,
27AAMCM3112A1ZZ,MHTRADELINK SERVICES PRIVATE LIMITED,invoiceDate,dd/dd/dddd,513.0,2021.0,2204.0,485.0,doc_1661162112877_ba9a8aba9b8,22-08-2022,1,
27AAAPT5856F1ZG,M J CORPORATION,invoiceNumber,Xdd/dddd,351.0,3055.0,3261.0,311.0,doc_1661162227894_b8a8a8aba99,22-08-2022,1,
27AAAPT5856F1ZG,M J CORPORATION,invoiceDate,dd/dd/dddd,2215.0,1268.0,1648.0,2178.0,doc_1661162227894_b8a8a8aba99,22-08-2022,1,
27AADCK4657K1Z5,KLF NIRMAL INDUSTRIES LTD,invoiceNumber,XXdd/dddddd/XXdd,602.0,1979.0,2257.0,568.0,doc_1661162410689_abb999bbaaa,22-08-2022,1,
27AADCK4657K1Z5,KLF NIRMAL INDUSTRIES LTD,invoiceDate,dd/dd/dddd,651.0,1980.0,2111.0,613.0,doc_1661162410689_abb999bbaaa,22-08-2022,1,
27ANDPM0524H1ZA,MAHADEV  AGENCIES,invoiceNumber,XXdddddddd,303.0,1422.0,1636.0,261.0,doc_1661162681095_8aab98a98bb,22-08-2022,1,
27ANDPM0524H1ZA,MAHADEV  AGENCIES,invoiceDate,dd/dd/dddd,364.0,1426.0,1593.0,333.0,doc_1661162681095_8aab98a98bb,22-08-2022,1,
27AADCG1614N1ZK,GODREJ TYSON FOODS LIMITED,invoiceNumber,dddddddddd,1356.0,1458.0,1587.0,1331.0,a8661150-add8-44b1-aab9-b194b4c69ff2,22-08-2022,1,
27AADCG1614N1ZK,GODREJ TYSON FOODS LIMITED,invoiceDate,dd/dd/dddd,1351.0,2051.0,2161.0,1327.0,a8661150-add8-44b1-aab9-b194b4c69ff2,22-08-2022,1,
27AAFPW9926N1ZO,NUPUR SALES AGENCIES,invoiceNumber,Xdddd/dd-dd,304.0,2003.0,2257.0,265.0,54bf3bee-373f-4d70-bfcf-176fcf841d30,22-08-2022,1,
27AAFPW9926N1ZO,NUPUR SALES AGENCIES,invoiceDate,dd/dd/dddd,346.0,1974.0,2204.0,307.0,54bf3bee-373f-4d70-bfcf-176fcf841d30,22-08-2022,1,
27AABCN8572G1Z7,NATURELL (INDIA) PRIVATE LIMITED,invoiceNumber,XXdddddddd,678.0,1466.0,1668.0,640.0,c08e08a9-4644-47c7-9f48-6b74c2d41e26,22-08-2022,1,
27AAAHL0718A1ZW,PRASHANT TRADERS,invoiceNumber,XXddddd,314.0,1358.0,1527.0,272.0,8e32579d-9380-48a7-b66b-bd0a83c34d16,22-08-2022,1,
27AAAHL0718A1ZW,PRASHANT TRADERS,invoiceDate,dd/dd/dddd,296.0,1753.0,1971.0,252.0,8e32579d-9380-48a7-b66b-bd0a83c34d16,22-08-2022,1,
27AAAHL0718A1ZW,PRASHANT TRADERS,invoiceNumber,XXddddd,314.0,1358.0,1527.0,272.0,8e32579d-9380-48a7-b66b-bd0a83c34d16,22-08-2022,1,
27AAAHL0718A1ZW,PRASHANT TRADERS,invoiceDate,dd/dd/dddd,296.0,1753.0,1971.0,252.0,8e32579d-9380-48a7-b66b-bd0a83c34d16,22-08-2022,1,
27AAAPD8081G1ZV,K D SALES CORPORATION,invoiceNumber,dddd/ddd,453.0,1283.0,1405.0,418.0,91049129-29f0-4b6e-8d81-b12f3a212e14,22-08-2022,1,
27AAAPD8081G1ZV,K D SALES CORPORATION,invoiceDate,dd/dd/dddd,500.0,1283.0,1407.0,467.0,91049129-29f0-4b6e-8d81-b12f3a212e14,22-08-2022,1,
27AACCA4355K1ZL,BISLERI INTERNATIONAL PVT LTD - MH,invoiceNumber,XddddXXXdddddddd,591.2802,339.8608,641.904,553.0539,7a6a42dd-8680-4d53-8df4-0f7dab527813,22-08-2022,1,
27AACCA4355K1ZL,BISLERI INTERNATIONAL PVT LTD - MH,invoiceDate,dd/dd/dddd,592.0,843.0,1113.0,553.0,7a6a42dd-8680-4d53-8df4-0f7dab527813,22-08-2022,1,
27AAAHR0578J1ZX,RM DISTRIBUTOR,invoiceNumber,ddd/dd-dd,260.0,1184.0,1369.0,216.0,cc16015f-ecc6-4b38-81ad-16ecf605a9b9,22-08-2022,1,
27AAAHR0578J1ZX,RM DISTRIBUTOR,invoiceDate,dd/dd/dddd,264.0,1622.0,1869.0,220.0,cc16015f-ecc6-4b38-81ad-16ecf605a9b9,22-08-2022,1,
27AAACI3503K1ZR,INDO NISSIN FOODS PRIVATE LIMITED-MH,invoiceNumber,dddddddddd,312.0,2808.0,2969.0,282.0,ba566b2c-5cc2-4099-8c17-c4d2c7a5d51a,22-08-2022,1,
27AAACI3503K1ZR,INDO NISSIN FOODS PRIVATE LIMITED-MH,invoiceDate,dd/dd/dddd,359.0,2807.0,2955.0,325.0,ba566b2c-5cc2-4099-8c17-c4d2c7a5d51a,22-08-2022,1,
27AABCB2066P2ZE,BRITANNIA INDUSTRIES LTD,invoiceNumber,dddddddddd,348.9182,1238.685,1395.7608,322.1361,doc_1661151213542_9889b8bb889,22-08-2022,1,
27AABCB2066P2ZE,BRITANNIA INDUSTRIES LTD,invoiceDate,dd/dd/dddd,349.0,1745.0,1890.0,323.0,doc_1661151213542_9889b8bb889,22-08-2022,1,
27AABCB2066P1ZF,BRITANNIA INDUSTRIES LIMITED-MH,invoiceNumber,dddddddddd,294.0,2317.0,2478.0,262.0,doc_1661159347360_9a998b8aa98,22-08-2022,1,
27AABCB2066P1ZF,BRITANNIA INDUSTRIES LIMITED-MH,invoiceDate,dd/dd/dddd,298.0,1831.0,1978.0,271.0,doc_1661159347360_9a998b8aa98,22-08-2022,1,
,Scootsy Logistics Private Limited,invoiceNumber,XXX/dddddd,470.0,2126.0,2418.0,429.0,doc_1661152054809_b898b9aa9a8,22-08-2022,1,
,Scootsy Logistics Private Limited,invoiceDate,dd/dd/dddd,524.0,2125.0,2418.0,479.0,doc_1661152054809_b898b9aa9a8,22-08-2022,1,
27AAAFP1964E1ZE,PREMIER DISTRIBUTORS,invoiceDate,dd/dd/dddd,1369.7794,1882.9153,2042.0643,1319.7533,doc_1661152454728_88baaa99aa8,22-08-2022,1,
27AACHT1774EIZ8,TEXA'S CORPORATION,invoiceNumber,XXdddddd,187.0,2720.0,2902.0,151.0,doc_1661152708300_88bb8aabb8b,22-08-2022,1,
27AACHT1774EIZ8,TEXA'S CORPORATION,invoiceDate,dd/dd/dddd,230.0,2718.0,2888.0,196.0,doc_1661152708300_88bb8aabb8b,22-08-2022,1,
27AGHPK1425G1ZN,YOGI SALES AGENCIES,invoiceNumber,XX/dd-dd/ddd,396.0,1364.0,1611.0,354.0,doc_1661152949429_abbbabaab8b,22-08-2022,1,
27AGHPK1425G1ZN,YOGI SALES AGENCIES,invoiceDate,dd/dd/dddd,396.0,1788.0,2030.0,358.0,doc_1661152949429_abbbabaab8b,22-08-2022,1,
27AAGCR6808Q1ZM,RAKYAN BEVERAGES PRIVATE LIMITED - MAHARASHTRA / RAW PRESSERY PRIVATE LIMITED,invoiceNumber,dddd,297.0,1891.0,1962.0,262.0,doc_1661153183844_899ba988abb,22-08-2022,1,
27AAGCR6808Q1ZM,RAKYAN BEVERAGES PRIVATE LIMITED - MAHARASHTRA / RAW PRESSERY PRIVATE LIMITED,invoiceDate,dd/dd/dddd,231.0,1881.0,2062.0,193.0,doc_1661153183844_899ba988abb,22-08-2022,1,
27AJYPK4522G1ZV,GLOBAL E RETAILERS,invoiceNumber,XXX/dd-dd/ddd,169.0,2645.0,2921.0,132.0,doc_1661153367260_bbbb99ab8a9,22-08-2022,1,
27AJYPK4522G1ZV,GLOBAL E RETAILERS,invoiceDate,dd/dd/dddd,216.021,2558.211,2714.05,185.9767,doc_1661153367260_bbbb99ab8a9,22-08-2022,1,
27AJYPK4522G1ZV,GLOBAL E RETAILERS,invoiceDate,dd/dd/dddd,347.8683,3197.326,3349.663,321.0519,doc_1661153367260_bbbb99ab8a9,22-08-2022,1,
27AJYPK4522G1ZV,GLOBAL E RETAILERS,invoiceDate,dd/dd/dddd,550.2328,3096.8186,3252.3074,520.1885,doc_1661153367260_bbbb99ab8a9,22-08-2022,1,
27AAACV2678L1ZU,VARUN BEVERAGES LIMITED - MH,invoiceNumber,XXdddddddddd,454.0,2320.0,2544.0,422.0,doc_1661153756138_99bbab9989a,22-08-2022,1,
27AAACV2678L1ZU,VARUN BEVERAGES LIMITED - MH,invoiceDate,dd/dd/dddd,505.0,2340.0,2497.0,473.0,doc_1661153756138_99bbab9989a,22-08-2022,1,
27AAICM0814H1ZM,MIMANSA INDUSTRIES PRIVATE LIMITED,invoiceNumber,ddXXXdddddddd,538.0,1954.0,2195.0,499.0,doc_1661154034895_8bb8989989b,22-08-2022,1,
27AAFPW9926N1ZO,NUPUR SALES AGENCIES,invoiceNumber,Xdddd/dd-dd,291.0,1987.0,2238.0,250.0,doc_1661154178328_988a9b9b99a,22-08-2022,1,
27AAFPW9926N1ZO,NUPUR SALES AGENCIES,invoiceDate,dd/dd/dddd,331.0,1960.0,2185.0,292.0,doc_1661154178328_988a9b9b99a,22-08-2022,1,
27AARFM2024R1ZO,MAHALAXMI MARKETING,invoiceNumber,d/dd-dd/ddd,834.0,1230.0,1424.0,790.0,doc_1661154336594_988b98b9b8a,22-08-2022,1,
27AARFM2024R1ZO,MAHALAXMI MARKETING,invoiceDate,dd/dd/dddd,1005.0,1666.0,1848.0,963.0,doc_1661154336594_988b98b9b8a,22-08-2022,1,
27AACCU3444R1ZR,URBAN RETAIL PRIVATE LIMITED,invoiceNumber,dd-dd/XXX/dddddd,752.0,1450.0,1731.0,702.0,doc_1661154459130_9bb9b8ab988,22-08-2022,1,
27AACCU3444R1ZR,URBAN RETAIL PRIVATE LIMITED,invoiceDate,dd/dd/dddd,2468.0,695.0,1036.0,2356.0,doc_1661154459130_9bb9b8ab988,22-08-2022,1,
27AAACC0460H1Z2,MONDELEZ INDIA FOODS PRIVATE LIMITED,invoiceNumber,dddddddddddd,834.0246,1829.52,2175.516,778.8474,doc_1661155081577_889bb89aaaa,22-08-2022,1,
27AAACC0460H1Z2,MONDELEZ INDIA FOODS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,1338.0224,2027.795,2260.8025,1286.3968,doc_1661155081577_889bb89aaaa,22-08-2022,1,
27AAACC0460H1Z2,MONDELEZ INDIA FOODS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,998.1414,1460.592,1744.848,944.379,doc_1661155081577_889bb89aaaa,22-08-2022,1,
27ADBFS0107Q1ZY,M/S SANGITA ENTERPRISE,invoiceNumber,XXddddd,683.232,484.9728,592.0512,644.16,doc_1661155303568_8b89b99b9b8,22-08-2022,1,
27ADBFS0107Q1ZY,M/S SANGITA ENTERPRISE,invoiceDate,dd/dd/dddd,728.0,486.0,634.0,687.0,doc_1661155303568_8b89b99b9b8,22-08-2022,1,
27AFUPP1584R1Z8,RAJSHRI MARKETING,invoiceNumber,dddXdddd,214.0,1312.0,1508.0,173.0,doc_1661155511951_8898ab889bb,22-08-2022,1,
27AFUPP1584R1Z8,RAJSHRI MARKETING,invoiceDate,dd/dd/dddd,224.0,1835.0,2028.0,179.0,doc_1661155511951_8898ab889bb,22-08-2022,1,
27AAKPN0089N1Z4,LAXMI ENTERPRISES,invoiceNumber,X-dddddd,1142.0,1003.0,1116.0,1117.0,doc_1661155408599_9aabbbba8ba,22-08-2022,1,
27AAKPN0089N1Z4,LAXMI ENTERPRISES,invoiceDate,dd/dd/dddd,1184.0,1001.0,1121.0,1164.0,doc_1661155408599_9aabbbba8ba,22-08-2022,1,
27AABCW1373L2Z1,WINGREENS FARMS PRIVATE LIMITED,invoiceNumber,dddddddddd,1393.0,1286.0,1387.0,1371.0,doc_1661155567588_8a9a9b9988b,22-08-2022,1,
27AABCW1373L2Z1,WINGREENS FARMS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,1388.0,1461.0,1558.0,1366.0,doc_1661155567588_8a9a9b9988b,22-08-2022,1,
27AAACC2407L1ZU,DLECTA FOODS PRIVATE LIMITED-MH,invoiceNumber,X/XX/XXXdd/ddddd,2633.0,3867.0,4445.0,2556.0,doc_1661155704212_8ab8a9bbbba,22-08-2022,1,
27AAACC2407L1ZU,DLECTA FOODS PRIVATE LIMITED-MH,invoiceDate,dd/dd/dddd,2754.0,3876.0,4197.0,2681.0,doc_1661155704212_8ab8a9bbbba,22-08-2022,1,
27AABPG6512G1Z3,DILIPKUMAR NANJI & BROS,invoiceNumber,XX/Xddd,239.0,2482.0,2636.0,204.0,doc_1661152941604_98a988a8bab,22-08-2022,1,
27AABPG6512G1Z3,DILIPKUMAR NANJI & BROS,invoiceDate,dd/dd/dddd,298.0,2485.0,2683.0,258.0,doc_1661152941604_98a988a8bab,22-08-2022,1,
27AAACK5755B1ZQ,KINGS DISTRIBUTORS PRIVATE LIMITED,invoiceNumber,dddd-dd/XXddd,371.0,1249.0,1537.0,310.0,doc_1661153214205_9aba9a8999a,22-08-2022,1,
27AAACK5755B1ZQ,KINGS DISTRIBUTORS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,337.0,1744.0,1926.0,288.0,doc_1661153214205_9aba9a8999a,22-08-2022,1,
27AAACM7493G1Z7,MARICO LIMITED,invoiceNumber,dddddddddd,1276.0,325.0,505.0,1246.0,doc_1661153534864_b8bab8a8aa8,22-08-2022,1,
27AAACM7493G1Z7,MARICO LIMITED,invoiceDate,dd/dd/dddd,1278.0,590.0,892.0,1247.0,doc_1661153534864_b8bab8a8aa8,22-08-2022,1,
27AAACC2407L1ZU,DLECTA FOODS PRIVATE LIMITED-MH,invoiceNumber,X/dddd,326.0,2292.0,2374.0,304.0,doc_1661153686874_b9a8989989b,22-08-2022,1,
27AAACC2407L1ZU,DLECTA FOODS PRIVATE LIMITED-MH,invoiceDate,dd/dd/dddd,353.0,2278.0,2390.0,332.0,doc_1661153686874_b9a8989989b,22-08-2022,1,
"27AAACE1056D1Z6,",EMPIRE SPICES & FOODS LTD,invoiceNumber,Xd/XXX/dddd/ddd,261.0,340.0,584.0,219.0,doc_1661153873746_89898b989a8,22-08-2022,1,
"27AAACE1056D1Z6,",EMPIRE SPICES & FOODS LTD,invoiceDate,dd/dd/dddd,254.0,1055.0,1214.0,219.0,doc_1661153873746_89898b989a8,22-08-2022,1,
27AHMPG5622A1ZQ,Maya Agrovet,invoiceNumber,dd-dd/dddd,169.0,1447.0,1656.0,132.0,doc_1661154044550_bba8aaab99a,22-08-2022,1,
27ABPPB0492H1ZN,BAVISHI ENTERPRISES,invoiceNumber,XXXX/ddd,1129.0,2076.0,2282.0,1083.0,doc_1661154179075_8baa99b88ab,22-08-2022,1,
27ABPPB0492H1ZN,BAVISHI ENTERPRISES,invoiceDate,dd/dd/dddd,1173.0,2074.0,2252.0,1130.0,doc_1661154179075_8baa99b88ab,22-08-2022,1,
27AACCC6221G1ZZ,CHHEDA SPECIALITIES FOODS PVT. LTD.,invoiceNumber,XX-ddd/dd-dd,623.0,1577.0,1776.0,591.0,doc_1661154349180_ab8aab898bb,22-08-2022,1,
27AACCC6221G1ZZ,CHHEDA SPECIALITIES FOODS PVT. LTD.,invoiceDate,dd/dd/dddd,629.0,2010.0,2185.0,594.0,doc_1661154349180_ab8aab898bb,22-08-2022,1,
27AACCM3174A1ZV,MOTHER DAIRY FRUIT AND VEGETABLE PRIVATE LIMITED ADVANCE,invoiceNumber,dddddddddd,1377.0,425.0,587.0,1337.0,doc_1661155032303_baa9a99bb9a,22-08-2022,1,
27AACCM3174A1ZV,MOTHER DAIRY FRUIT AND VEGETABLE PRIVATE LIMITED ADVANCE,invoiceDate,dd/dd/dddd,1381.0,795.0,948.0,1339.0,doc_1661155032303_baa9a99bb9a,22-08-2022,1,
27AMAPR7225C1Z8,SUPREME ENTERPRISES,invoiceNumber,XX/dd-dd/ddd,582.0,615.0,875.0,532.0,doc_1661155186633_89a9bb98aa9,22-08-2022,1,
27AMAPR7225C1Z8,SUPREME ENTERPRISES,invoiceDate,dd/dd/dddd,596.0,2738.0,2958.0,547.0,doc_1661155186633_89a9bb98aa9,22-08-2022,1,
27ABRPB4594J1Z5,ADINATH ENTERPRISES,invoiceNumber,XXXXXX/dddd,651.0,2702.0,3008.0,597.0,doc_1661158538787_a8aabb988ba,22-08-2022,1,
27ABRPB4594J1Z5,ADINATH ENTERPRISES,invoiceDate,dd/dd/dddd,700.0,2676.0,2887.0,655.0,doc_1661158538787_a8aabb988ba,22-08-2022,1,
27ANRPHOS10L1ZU,,invoiceNumber,ddd,303.0,1416.0,1483.0,266.0,doc_1661158748665_9baab9899ba,22-08-2022,1,
27ANRPHOS10L1ZU,,invoiceDate,dd/dd/dddd,306.0,1835.0,2028.0,268.0,doc_1661158748665_9baab9899ba,22-08-2022,1,
,,invoiceNumber,XXXdddd/dd-dd,602.0,1280.0,1619.0,550.0,doc_1661164696852_aa9898b8bb8,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,541.0,1333.0,1568.0,490.0,doc_1661164696852_aa9898b8bb8,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,539.0,2052.0,2208.0,501.0,doc_1661164891022_b8aa988a9ba,22-08-2022,1,
,,invoiceNumber,XXXX/dd/dddd/ddd,683.0,1714.0,1953.0,645.0,doc_1661165098290_88ab8a99ba9,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,2245.0,705.0,861.0,2132.0,doc_1661165098290_88ab8a99ba9,22-08-2022,1,
,,invoiceNumber,dddddddd,1198.9026,402.0816,636.0384,1143.585,e92411c7-da30-4ef0-8cec-07e1a3e5dbea,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,1258.0,252.0,516.0,1204.0,e92411c7-da30-4ef0-8cec-07e1a3e5dbea,22-08-2022,1,
27AAOCA2678P1ZT,ARTISAN GROWN ORGANICS PRIVATE LIMITED,invoiceNumber,XXX-XXX-ddddd,481.0,1317.0,1539.0,441.0,1970423c-4c4d-4345-bd2b-bd5ec5a06e62,22-08-2022,1,
27AAOCA2678P1ZT,ARTISAN GROWN ORGANICS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,470.0,1837.0,2001.0,433.0,1970423c-4c4d-4345-bd2b-bd5ec5a06e62,22-08-2022,1,
27AFOPT7698Q2ZS,ROYAL DISTRIBUTORS,invoiceNumber,dddd,241.0,1796.0,1884.0,203.0,50ff4b10-06ab-40de-9a04-78c5ab5626cc,22-08-2022,1,
27AFOPT7698Q2ZS,ROYAL DISTRIBUTORS,invoiceDate,dd/dd/dddd,287.0,1774.0,1987.0,245.0,50ff4b10-06ab-40de-9a04-78c5ab5626cc,22-08-2022,1,
27ABSFM3654K1ZL,MYSHA ENT,invoiceNumber,dddd,482.0,1806.0,1871.0,448.0,acb8b48d-81c5-4ee4-9b32-e34fdc20ceb8,22-08-2022,1,
27AAAFH2714A1Z4,HASMUKH AGENCY,invoiceNumber,XXXXXX/ddd/dd-dd,207.0,2650.0,3043.0,169.0,6448f069-4ec1-4278-bccb-71c8f2dd8248,22-08-2022,1,
27AAAFH2714A1Z4,HASMUKH AGENCY,invoiceDate,dd/dd/dddd,271.0,2650.0,2866.0,228.0,6448f069-4ec1-4278-bccb-71c8f2dd8248,22-08-2022,1,
27AAQPA3901J1ZS,POOJA DISTRIBUTORS / KARTIK VENTURE,invoiceNumber,dddd/XXX/ddddd,466.0,2438.0,2729.0,426.0,586588f6-beb1-429d-97e9-0aa37daa821d,22-08-2022,1,
27AAQPA3901J1ZS,POOJA DISTRIBUTORS / KARTIK VENTURE,invoiceDate,dd/dd/dddd,523.2074,2439.3619,2604.018,482.9212,586588f6-beb1-429d-97e9-0aa37daa821d,22-08-2022,1,
27AAQPA3901J1ZS,POOJA DISTRIBUTORS / KARTIK VENTURE,invoiceDate,dd/dd/dddd,533.078,2385.252,2550.333,500.8822,586588f6-beb1-429d-97e9-0aa37daa821d,22-08-2022,1,
27AVOPS7752A2Z6,SHREE ENTERRPISES,invoiceNumber,XXXdddddddd,506.0,1727.0,1988.0,460.0,17b13a41-9e75-48ad-9b2f-592ecf2eea6e,22-08-2022,1,
27AVOPS7752A2Z6,SHREE ENTERRPISES,invoiceDate,dd/dd/dddd,452.0,1575.0,1782.0,404.0,17b13a41-9e75-48ad-9b2f-592ecf2eea6e,22-08-2022,1,
27AMHPA3359F1Z9,HIMKOOL ENTERPRISES,invoiceNumber,dddddddd,472.0,1252.0,1393.0,431.0,ca6d7bd1-6c0b-4067-8ec2-d30f2b9a8157,22-08-2022,1,
27AMHPA3359F1Z9,HIMKOOL ENTERPRISES,invoiceDate,dd/dd/dddd,453.0,1665.0,1809.0,408.0,ca6d7bd1-6c0b-4067-8ec2-d30f2b9a8157,22-08-2022,1,
,,invoiceNumber,dddd-dddd-dd,291.0,1348.0,1556.0,252.0,9d392a08-a9a8-4b32-8fa7-9bb969e5da9a,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,297.0,1891.0,2059.0,262.0,9d392a08-a9a8-4b32-8fa7-9bb969e5da9a,22-08-2022,1,
27AAGCN8109C1ZL,NUTRIFRESH FARM TECH INDIA PRIVATE LIMITED,invoiceNumber,XXX/Xxx/dd,301.962,1232.9575,1474.6,250.986,df4c3c34-368f-44ee-93f0-48ef1e69db07,22-08-2022,1,
27AAGCN8109C1ZL,NUTRIFRESH FARM TECH INDIA PRIVATE LIMITED,invoiceDate,dd/Xxx/dddd,299.838,1759.925,1951.825,248.862,df4c3c34-368f-44ee-93f0-48ef1e69db07,22-08-2022,1,
27AADCS0655F1ZI,SUGUNA FOODS PRIVATE LIMITED.-MH,invoiceNumber,XXXXXXdd/dd,294.0,2048.0,2264.0,255.0,24cc2588-0dfe-4ede-8ee7-7244b38995eb,22-08-2022,1,
27AADCS0655F1ZI,SUGUNA FOODS PRIVATE LIMITED.-MH,invoiceDate,dd/dd/dddd,346.0,2048.0,2256.0,307.0,24cc2588-0dfe-4ede-8ee7-7244b38995eb,22-08-2022,1,
,,invoiceNumber,ddd,465.0,1739.0,1807.0,423.0,f5373b4b-2ace-4ca5-876c-387f0cf27797,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,411.0,1737.0,1886.0,382.0,f5373b4b-2ace-4ca5-876c-387f0cf27797,22-08-2022,1,
27AMHPA3359F1Z9,HIMKOOL ENTERPRISES,invoiceNumber,dddddddd,472.0,1252.0,1393.0,431.0,ca6d7bd1-6c0b-4067-8ec2-d30f2b9a8157,22-08-2022,1,
27AMHPA3359F1Z9,HIMKOOL ENTERPRISES,invoiceDate,dd/dd/dddd,453.0,1665.0,1809.0,408.0,ca6d7bd1-6c0b-4067-8ec2-d30f2b9a8157,22-08-2022,1,
27CBYPS1667L1ZJ,JUICE MANTRA,invoiceNumber,ddd,474.0,2222.0,2305.0,428.0,doc_1661160789662_8888a9aaaab,22-08-2022,1,
27CBYPS1667L1ZJ,JUICE MANTRA,invoiceDate,dd/dd/dddd,585.0,2030.0,2305.0,533.0,doc_1661160789662_8888a9aaaab,22-08-2022,1,
,,invoiceDate,dd-Xxx-dddd,509.1702,477.8433,811.053,432.9006,doc_1661160877521_88aa898a89a,22-08-2022,1,
07AAAPL7733K1ZJ,YAMUS PANCHAYAT,invoiceDate,dd/dd/dddd,744.0,1195.0,1352.0,707.0,doc_1661160993491_9a9a98b99b9,22-08-2022,1,
27AADCV5930C1ZH,VIMO FOODS PRIVATE LIMITED,invoiceNumber,XXXX/dddd/dd-dd,278.0,1409.0,1728.0,220.0,doc_1661161136762_aab8aba9a8b,22-08-2022,1,
27AADCV5930C1ZH,VIMO FOODS PRIVATE LIMITED,invoiceDate,d-Xxx-dd,586.7652,1582.6167,1754.298,537.8094,doc_1661161136762_aab8aba9a8b,22-08-2022,1,
27AAGCK6297C1ZB,KAVV FOODS PRIVATE LIMITED.,invoiceNumber,ddd/dd-dd,358.0,1144.0,1325.0,311.0,doc_1661161263968_88aab88bab9,22-08-2022,1,
27AAGCK6297C1ZB,KAVV FOODS PRIVATE LIMITED.,invoiceDate,dd-xxx-dddd,347.1975,1602.3796,1838.1138,294.8508,doc_1661161263968_88aab88bab9,22-08-2022,1,
,,invoiceNumber,XXXX/dddd/dd-dd,459.0,1238.0,1558.0,408.0,doc_1661161572762_8a88ab9b989,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,442.0,1729.0,1938.0,399.0,doc_1661161572762_8a88ab9b989,22-08-2022,1,
27AADCE0828N1ZG,EDATA VENTURES PRIVATE LIMITED-MH,invoiceNumber,XXddddddd,685.0,1991.0,2140.0,647.0,doc_1661161847074_9aa98899999,22-08-2022,1,
27AADCE0828N1ZG,EDATA VENTURES PRIVATE LIMITED-MH,invoiceDate,dd/dd/dddd,688.0,1619.0,1683.0,652.0,doc_1661161847074_9aa98899999,22-08-2022,1,
GSTN-27AAKCL0172C121,,invoiceNumber,dddd,880.2952,323.8795,530.9623,795.0144,doc_1661162093948_bb8aa8aabab,22-08-2022,1,
GSTN-27AAKCL0172C121,,invoiceDate,dd/dd/dddd,831.0,1821.0,2319.0,761.0,doc_1661162093948_bb8aa8aabab,22-08-2022,1,
27AAICK0704C1Z1,KISANKONNECT SAFE FOOD PRIVATE LIMITED,invoiceNumber,XXXX/dd-dd/ddd,200.0,1656.0,1985.0,150.0,doc_1661162316921_b9a889898ab,22-08-2022,1,
27AAICK0704C1Z1,KISANKONNECT SAFE FOOD PRIVATE LIMITED,invoiceDate,dd/dd/dddd,190.0,2086.0,2329.0,142.0,doc_1661162316921_b9a889898ab,22-08-2022,1,
,,invoiceNumber,ddd,674.3428,1782.347,1947.4725,582.3548,doc_1661162471467_89ab8ba9aba,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,843.0,1748.0,2064.0,757.0,doc_1661162471467_89ab8ba9aba,22-08-2022,1,
29AAFCI6940P1ZT,INDIPOL INTERNATIONAL TRADE SOLUTIONS PRIVATE LIMITED,invoiceNumber,XXXXddddd,957.0,2096.0,2271.0,921.0,doc_1661162718159_a998bb9aab8,22-08-2022,1,
29AAFCI6940P1ZT,INDIPOL INTERNATIONAL TRADE SOLUTIONS PRIVATE LIMITED,invoiceDate,dd/dd/dddd,1005.0,2112.0,2274.0,967.0,doc_1661162718159_a998bb9aab8,22-08-2022,1,
,,invoiceNumber,dd,623.0,2564.0,2629.0,564.0,doc_1661163387703_998ba9ababb,22-08-2022,1,
,,invoiceDate,dd/dd/dddd,715.0,2559.0,2881.0,651.0,doc_1661163387703_998ba9ababb,22-08-2022,1,
